source,safe_source,heading,type
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Decomposition,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Density,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),EC Classification,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Effects of Long Term Exposure,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Effects of Short Term Exposure,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Explosive Limits and Potential,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Exposure Routes,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Fire Fighting,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Fire Hazards,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),First Aid Measures,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Flash Point,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),ICSC Environmental Data,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),ICSC Number,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Inhalation Risk,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),LogP,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Melting Point,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Molecular Formula,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Occupational Exposure Limits (OEL),Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Packaging and Labelling,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Physical Dangers,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Physical Description,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Preventions,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Safe Storage,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Solubility,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Spillage Disposal,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Symptoms,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Threshold Limit Values (TLV),Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),UN Classification,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),UN Number,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Vapor Density,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Vapor Pressure,Compound
ILO-WHO International Chemical Safety Cards (ICSCs),ILO-WHO International Chemical Safety Cards (ICSCs),Viscosity,Compound
IntAct Molecular Interaction Database,IntAct Molecular Interaction Database,IntAct Protein,Protein
Integrated Taxonomic Information System (ITIS),Integrated Taxonomic Information System (ITIS),ITIS Serial Number,Taxonomy
Integrated Taxonomic Information System (ITIS),Integrated Taxonomic Information System (ITIS),Synonyms,Taxonomy
International Agency for Research on Cancer (IARC),International Agency for Research on Cancer (IARC),Carcinogen Classification,Compound
International Fragrance Association (IFRA),International Fragrance Association (IFRA),CAS,Compound
International Fragrance Association (IFRA),International Fragrance Association (IFRA),Fragrances,Compound
International Fragrance Association (IFRA),International Fragrance Association (IFRA),IFRA Fragrance Standards,Compound
International Fragrance Association (IFRA),International Fragrance Association (IFRA),Restriction Limits in the Finished Product (%),Compound
International Fragrance Association (IFRA),International Fragrance Association (IFRA),Use Classification,Compound
InterPro,InterPro,InterPro Domains,Protein
InterPro,InterPro,InterPro Protein,Protein
IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),Atomic Weight,Element
IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),Element Name,Element
IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),Element Symbol,Element
IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),Historical Atomic Weights,Element
IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),Historical Isotopic Abundances,Element
IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),History,Element
IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),IUPAC Commission on Isotopic Abundances and Atomic Weights (CIAAW),Isotope Mass and Abundance,Element
IUPAC Digitized pKa Dataset,IUPAC Digitized pKa Dataset,Dissociation Constants,Compound
IUPAC Periodic Table of the Elements and Isotopes (IPTEI),IUPAC Periodic Table of the Elements and Isotopes (IPTEI),Description,Element
IUPAC Periodic Table of the Elements and Isotopes (IPTEI),IUPAC Periodic Table of the Elements and Isotopes (IPTEI),Isotopes Used as a Source of Radioactive Isotope(s),Element
IUPAC Periodic Table of the Elements and Isotopes (IPTEI),IUPAC Periodic Table of the Elements and Isotopes (IPTEI),Isotopes in Biology,Element
IUPAC Periodic Table of the Elements and Isotopes (IPTEI),IUPAC Periodic Table of the Elements and Isotopes (IPTEI),Isotopes in Earth/Planetary Science,Element
IUPAC Periodic Table of the Elements and Isotopes (IPTEI),IUPAC Periodic Table of the Elements and Isotopes (IPTEI),Isotopes in Forensic Science and Anthropology,Element
IUPAC Periodic Table of the Elements and Isotopes (IPTEI),IUPAC Periodic Table of the Elements and Isotopes (IPTEI),Isotopes in Geochronology,Element
IUPAC Periodic Table of the Elements and Isotopes (IPTEI),IUPAC Periodic Table of the Elements and Isotopes (IPTEI),Isotopes in Industry,Element
IUPAC Periodic Table of the Elements and Isotopes (IPTEI),IUPAC Periodic Table of the Elements and Isotopes (IPTEI),Isotopes in Medicine,Element
IUPHAR/BPS Guide to PHARMACOLOGY,IUPHAR_BPS Guide to PHARMACOLOGY,Biochemical Reactions,Compound
IUPHAR/BPS Guide to PHARMACOLOGY,IUPHAR_BPS Guide to PHARMACOLOGY,Chemical-Gene Interactions,Gene
IUPHAR/BPS Guide to PHARMACOLOGY,IUPHAR_BPS Guide to PHARMACOLOGY,Chemical-Protein Interactions,Protein
IUPHAR/BPS Guide to PHARMACOLOGY,IUPHAR_BPS Guide to PHARMACOLOGY,Chemical-Target Interactions,Compound
IUPHAR/BPS Guide to PHARMACOLOGY,IUPHAR_BPS Guide to PHARMACOLOGY,Chemical-Target Interactions,Taxonomy
IUPHAR/BPS Guide to PHARMACOLOGY,IUPHAR_BPS Guide to PHARMACOLOGY,Guide to PHARMACOLOGY Target ID,Protein
Japan Chemical Substance Dictionary (Nikkaji),Japan Chemical Substance Dictionary (Nikkaji),Nikkaji Number,Compound
Japan Pharmaceuticals and Medical Devices Agency (PMDA),Japan Pharmaceuticals and Medical Devices Agency (PMDA),Japan PMDA Drugs,Compound
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Atomic Weight,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Boiling Point,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Density,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Element Classification,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Element Group Number,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Element Period Number,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Estimated Crustal Abundance,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Estimated Oceanic Abundance,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",History,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Ionization Energy,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Isotopes,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Melting Point,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Oxidation States,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Physical Description,Element
"Jefferson Lab, U.S. Department of Energy","Jefferson Lab, U.S. Department of Energy",Uses,Element
Joint FAO/WHO Expert Committee on Food Additives (JECFA),Joint FAO_WHO Expert Committee on Food Additives (JECFA),Density,Compound
Joint FAO/WHO Expert Committee on Food Additives (JECFA),Joint FAO_WHO Expert Committee on Food Additives (JECFA),Evaluations of the Joint FAO/WHO Expert Committee on Food Additives - JECFA,Compound
Joint FAO/WHO Expert Committee on Food Additives (JECFA),Joint FAO_WHO Expert Committee on Food Additives (JECFA),FEMA Number,Compound
Joint FAO/WHO Expert Committee on Food Additives (JECFA),Joint FAO_WHO Expert Committee on Food Additives (JECFA),Food Additive Classes,Compound
Joint FAO/WHO Expert Committee on Food Additives (JECFA),Joint FAO_WHO Expert Committee on Food Additives (JECFA),JECFA Number,Compound
Joint FAO/WHO Expert Committee on Food Additives (JECFA),Joint FAO_WHO Expert Committee on Food Additives (JECFA),Physical Description,Compound
Joint FAO/WHO Expert Committee on Food Additives (JECFA),Joint FAO_WHO Expert Committee on Food Additives (JECFA),Refractive Index,Compound
Joint FAO/WHO Expert Committee on Food Additives (JECFA),Joint FAO_WHO Expert Committee on Food Additives (JECFA),Solubility,Compound
Joint FAO/WHO Expert Committee on Food Additives (JECFA),Joint FAO_WHO Expert Committee on Food Additives (JECFA),Use Classification,Compound
KEGG,KEGG,KEGG Diseases,Gene
KEGG,KEGG,KEGG Gene,Gene
KEGG,KEGG,KEGG ID,Compound
KNApSAcK Species-Metabolite Database,KNApSAcK Species-Metabolite Database,Metabolites,Taxonomy
KNApSAcK Species-Metabolite Database,KNApSAcK Species-Metabolite Database,Taxonomy,Compound
"Kruve Lab, Ionization & Mass Spectrometry, Stockholm University","Kruve Lab, Ionization & Mass Spectrometry, Stockholm University",Ionization Efficiency,Compound
"Lab and Research Safety, University of Minnesota","Lab and Research Safety, University of Minnesota",Peroxide Forming Chemical,Compound
LINCS Data Portal,LINCS Data Portal,Diseases,Cell
LINCS Data Portal,LINCS Data Portal,LINCS ID,Cell
LIPID MAPS,LIPID MAPS,Lipid Maps ID (LM_ID),Compound
LIPID MAPS,LIPID MAPS,Lipids,Compound
LiverTox,LiverTox,Drug Classes,Compound
LiverTox,LiverTox,Hepatotoxicity,Compound
LiverTox,LiverTox,LiverTox Summary,Compound
LiverTox,LiverTox,Record Description,Compound
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Atomic Radius,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Atomic Weight,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Boiling Point,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Compounds,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Description,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Electron Configuration,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Handling and Storage,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",History,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Isotopes,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Melting Point,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Oxidation States,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Production,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Sources,Element
"Los Alamos National Laboratory, U.S. Department of Energy","Los Alamos National Laboratory, U.S. Department of Energy",Uses,Element
LOTUS - the natural products occurrence database,LOTUS - the natural products occurrence database,Natural Products,Taxonomy
LOTUS - the natural products occurrence database,LOTUS - the natural products occurrence database,Record Description,Compound
LOTUS - the natural products occurrence database,LOTUS - the natural products occurrence database,Taxonomy,Compound
MarkerDB,MarkerDB,Biomarker Information,Compound
MarkerDB,MarkerDB,Biomarker Information,Gene
MarkerDB,MarkerDB,Biomarker Information,Protein
MassBank Europe,MassBank Europe,GC-MS,Compound
MassBank Europe,MassBank Europe,LC-MS,Compound
MassBank Europe,MassBank Europe,MALDI,Compound
MassBank Europe,MassBank Europe,Other MS,Compound
MassBank of North America (MoNA),MassBank of North America (MoNA),GC-MS,Compound
MassBank of North America (MoNA),MassBank of North America (MoNA),LC-MS,Compound
MassBank of North America (MoNA),MassBank of North America (MoNA),Other MS,Compound
MedlinePlus Genetics,MedlinePlus Genetics,GHR Health Conditions,Gene
MedlinePlus Genetics,MedlinePlus Genetics,Record Description,Gene
Metabolomics Workbench,Metabolomics Workbench,Metabolomics Workbench ID,Compound
MLP Probe Reports,MLP Probe Reports,Chemical Probes,Gene
MLP Probe Reports,MLP Probe Reports,Chemical Probes,Protein
Molecular Imaging and Contrast Agent Database (MICAD),Molecular Imaging and Contrast Agent Database (MICAD),MICAD Imaging Information,Compound
Molecular Imaging Database (MOLI),Molecular Imaging Database (MOLI),Molecular Imaging Information,Compound
Mother To Baby Fact Sheets,Mother To Baby Fact Sheets,Effects During Pregnancy and Lactation,Compound
Mouse Genome Informatics (MGI),Mouse Genome Informatics (MGI),MGI ID,Gene
National Drug Code (NDC) Directory,National Drug Code (NDC) Directory,DEA Controlled Substances,Compound
National Drug Code (NDC) Directory,National Drug Code (NDC) Directory,FDA National Drug Code Directory,Compound
National Drug Code (NDC) Directory,National Drug Code (NDC) Directory,FDA Pharmacological Classification,Compound
Natural Product Activity and Species Source (NPASS),Natural Product Activity and Species Source (NPASS),Natural Products,Taxonomy
Natural Product Activity and Species Source (NPASS),Natural Product Activity and Species Source (NPASS),Taxonomy,Compound
Nature Catalysis,Nature Catalysis,Nature Journal References,Compound
Nature Chemical Biology,Nature Chemical Biology,Nature Journal References,Compound
Nature Chemistry,Nature Chemistry,Nature Journal References,Compound
Nature Communications,Nature Communications,Nature Journal References,Compound
Nature Portfolio Journals,Nature Portfolio Journals,Nature Journal References,Compound
Nature Synthesis,Nature Synthesis,Nature Journal References,Compound
NCBI Conserved Domains (CDD),NCBI Conserved Domains (CDD),CDD Domains,Gene
NCBI Conserved Domains (CDD),NCBI Conserved Domains (CDD),CDD Domains,Protein
NCBI Gene,NCBI Gene,Ensembl ID,Gene
NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),Expression,Gene
NCBI MedGen,NCBI MedGen,MedGen Diseases,Gene
NCBI Pathogen Detection Reference Gene Catalog,NCBI Pathogen Detection Reference Gene Catalog,NCBI Pathogen Detection Reference Gene Catalog,Protein
NCBI Protein,NCBI Protein,Encoding Gene,Protein
NCBI Protein,NCBI Protein,RefSeq Accession,Protein
NCBI Protein,NCBI Protein,Sequence,Protein
NCBI Structure,NCBI Structure,NCBI Protein Structures,Gene
NCBI Structure,NCBI Structure,NCBI Protein Structures,Protein
NCI Cancer Drugs,NCI Cancer Drugs,Cancer Drugs,Compound
NCI Investigational Drugs,NCI Investigational Drugs,GC,Compound
NCI Investigational Drugs,NCI Investigational Drugs,HPLC,Compound
NCI Investigational Drugs,NCI Investigational Drugs,Optical Rotation,Compound
NCI Investigational Drugs,NCI Investigational Drugs,Solubility,Compound
NCI Investigational Drugs,NCI Investigational Drugs,Stability/Shelf Life,Compound
NCI Investigational Drugs,NCI Investigational Drugs,Toxicity Data,Compound
NCI Investigational Drugs,NCI Investigational Drugs,UV Spectra,Compound
NCI Thesaurus (NCIt),NCI Thesaurus (NCIt),NCI Thesaurus Code,Compound
NCI Thesaurus (NCIt),NCI Thesaurus (NCIt),NCI Thesaurus Code,Gene
NCI Thesaurus (NCIt),NCI Thesaurus (NCIt),NCI Thesaurus Code,Protein
NCI Thesaurus (NCIt),NCI Thesaurus (NCIt),NCI Thesaurus Code,Taxonomy
NCI Thesaurus (NCIt),NCI Thesaurus (NCIt),NCI Thesaurus Code,Cell
NCI Thesaurus (NCIt),NCI Thesaurus (NCIt),Record Description,Compound
NCI Thesaurus (NCIt),NCI Thesaurus (NCIt),Record Description,Taxonomy
NCI Thesaurus (NCIt),NCI Thesaurus (NCIt),Record Description,Cell
New Zealand Environmental Protection Authority (EPA),New Zealand Environmental Protection Authority (EPA),CAS,Compound
New Zealand Environmental Protection Authority (EPA),New Zealand Environmental Protection Authority (EPA),Regulatory Information,Compound
NIOSH Manual of Analytical Methods,NIOSH Manual of Analytical Methods,NIOSH Analytical Methods,Compound
NIPH Clinical Trials Search of Japan,NIPH Clinical Trials Search of Japan,NIPH Clinical Trials Search of Japan,Compound
NIST Mass Spectrometry Data Center,NIST Mass Spectrometry Data Center,GC-MS,Compound
NIST Mass Spectrometry Data Center,NIST Mass Spectrometry Data Center,Kovats Retention Index,Compound
NIST Mass Spectrometry Data Center,NIST Mass Spectrometry Data Center,MS-MS,Compound
NIST Physical Measurement Laboratory,NIST Physical Measurement Laboratory,Atomic Spectra,Element
NIST Physical Measurement Laboratory,NIST Physical Measurement Laboratory,Atomic Weight,Element
NIST Physical Measurement Laboratory,NIST Physical Measurement Laboratory,Ground Level,Element
NIST Physical Measurement Laboratory,NIST Physical Measurement Laboratory,Ionization Energy,Element
NIST Physical Measurement Laboratory,NIST Physical Measurement Laboratory,Isotope Mass and Abundance,Element
NIST Physical Measurement Laboratory,NIST Physical Measurement Laboratory,Isotope Mass and Composition,Element
NIST Synthetic Polymer MALDI Recipes Database,NIST Synthetic Polymer MALDI Recipes Database,MALDI Recipes,Compound
NIST Synthetic Polymer MALDI Recipes Database,NIST Synthetic Polymer MALDI Recipes Database,Uses,Compound
NITE-CMC,NITE-CMC,GHS Classification,Compound
NITE-CMC,NITE-CMC,Hazard Classes and Categories,Compound
NJDOH RTK Hazardous Substance List,NJDOH RTK Hazardous Substance List,Hazard Classes and Categories,Compound
NJDOH RTK Hazardous Substance List,NJDOH RTK Hazardous Substance List,UN Number,Compound
NJDOH RTK Hazardous Substance List,NJDOH RTK Hazardous Substance List,Use Classification,Compound
NLM RxNorm Terminology,NLM RxNorm Terminology,RXCUI,Compound
NMRShiftDB,NMRShiftDB,1D NMR Spectra,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,13C NMR Spectra,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,19F NMR Spectra,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,1H NMR Spectra,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,31P NMR Spectra,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,ATC Code,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Agrochemical Category,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Agrochemical Transformations,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Animal Drugs,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Chemical Classes,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Collision Cross Section,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Cosmetics,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Drug Transformations,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Endocrine Disruptors,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Human Drugs,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,MS-MS,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Metabolism/Metabolites,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Metabolites,Taxonomy
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Molecular Formula,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,PFAS,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Pesticides,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Phytotoxins,Taxonomy
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Polymers,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Related Records,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Taxonomy,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Transformations,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Use Classification,Compound
NORMAN Suspect List Exchange,NORMAN Suspect List Exchange,Uses,Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Boiling Point,Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),CAS,Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Density,Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Flash Point,Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Highly Hazardous Substance,Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Immediately Dangerous to Life or Health (IDLH),Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Ionization Potential,Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Lower Explosive Limit (LEL),Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Melting Point,Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),NFPA Hazard Classification,Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Permissible Exposure Limit (PEL),Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Physical Description,Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Recommended Exposure Limit (REL),Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Threshold Limit Values (TLV),Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Upper Explosive Limit (UEL),Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Vapor Density,Compound
Occupational Safety and Health Administration (OSHA),Occupational Safety and Health Administration (OSHA),Vapor Pressure,Compound
Online Mendelian Inheritance in Man (OMIM),Online Mendelian Inheritance in Man (OMIM),MIM Number,Gene
Online Mendelian Inheritance in Man (OMIM),Online Mendelian Inheritance in Man (OMIM),OMIM Phenotypes,Gene
Open Targets,Open Targets,Open Targets ID,Gene
Open Targets,Open Targets,Open Targets ID,Protein
PANTHER,PANTHER,Diagram,Pathway
PathBank,PathBank,Diagram,Pathway
Pfam,Pfam,Pfam Domains,Gene
Pfam,Pfam,Pfam Domains,Protein
PharmGKB,PharmGKB,Diagram,Pathway
Pharos,Pharos,Pharos Ligand ID,Compound
Pharos,Pharos,Pharos Target,Gene
Pharos,Pharos,Pharos Target,Protein
Pharos,Pharos,Target Development Level,Gene
Pharos,Pharos,Target Development Level,Protein
Pistoia Alliance Chemical Safety Library,Pistoia Alliance Chemical Safety Library,CSL Reaction Information,Compound
Plant Reactome,Plant Reactome,Diagram,Pathway
PomBase: Fission Yeast Resource,PomBase_ Fission Yeast Resource,PomBase Systematic ID,Gene
Protein Data Bank in Europe (PDBe),Protein Data Bank in Europe (PDBe),PDBe Conformer,Compound
Protein Data Bank in Europe (PDBe),Protein Data Bank in Europe (PDBe),PDBe Ligand Code,Compound
Protein Data Bank in Europe (PDBe),Protein Data Bank in Europe (PDBe),PDBe Structure Code,Compound
Protein Ontology,Protein Ontology,PRO ID,Protein
Protein Ontology,Protein Ontology,Record Description,Protein
PubChem Elements,PubChem Elements,Atomic Number,Element
PubChem Elements,PubChem Elements,Atomic Radius,Element
PubChem Elements,PubChem Elements,Compounds,Element
PubChem Elements,PubChem Elements,Electron Affinity,Element
PubChem Elements,PubChem Elements,Electronegativity,Element
PubChem Elements,PubChem Elements,Element Forms,Element
PubChem Elements,PubChem Elements,Element Name,Element
PubChem Elements,PubChem Elements,Element Symbol,Element
Rat Genome Database (RGD),Rat Genome Database (RGD),RGD ID,Gene
RCSB Protein Data Bank (RCSB PDB),RCSB Protein Data Bank (RCSB PDB),PDB Structures,Gene
RCSB Protein Data Bank (RCSB PDB),RCSB Protein Data Bank (RCSB PDB),PDB Structures,Protein
RCSB Protein Data Bank (RCSB PDB),RCSB Protein Data Bank (RCSB PDB),Protein Bound 3D Structures,Compound
Reactome,Reactome,Diagram,Pathway
Regulation (EC) No 1272/2008 of the European Parliament and of the Council,Regulation (EC) No 1272_2008 of the European Parliament and of the Council,GHS Classification,Compound
Regulation (EC) No 1272/2008 of the European Parliament and of the Council,Regulation (EC) No 1272_2008 of the European Parliament and of the Council,Hazard Classes and Categories,Compound
Rhea - Annotated Reactions Database,Rhea - Annotated Reactions Database,Biochemical Reactions,Compound
RRUFF Project,RRUFF Project,Minerals,Compound
RRUFF Project,RRUFF Project,Record Description,Compound
Saccharomyces Genome Database (SGD),Saccharomyces Genome Database (SGD),SGD ID,Gene
SpectraBase,SpectraBase,11B NMR Spectra,Compound
SpectraBase,SpectraBase,13C NMR Spectra,Compound
SpectraBase,SpectraBase,15N NMR Spectra,Compound
SpectraBase,SpectraBase,17O NMR Spectra,Compound
SpectraBase,SpectraBase,19F NMR Spectra,Compound
SpectraBase,SpectraBase,1H NMR Spectra,Compound
SpectraBase,SpectraBase,29Si NMR Spectra,Compound
SpectraBase,SpectraBase,31P NMR Spectra,Compound
SpectraBase,SpectraBase,ATR-IR Spectra,Compound
SpectraBase,SpectraBase,FTIR Spectra,Compound
SpectraBase,SpectraBase,GC-MS,Compound
SpectraBase,SpectraBase,Near IR Spectra,Compound
SpectraBase,SpectraBase,Raman Spectra,Compound
SpectraBase,SpectraBase,UV-VIS Spectra,Compound
SpectraBase,SpectraBase,Vapor Phase IR Spectra,Compound
Springer Nature,Springer Nature,Springer Nature References,Compound
